Geneid	gene_name	SRR950087	SRR950082	SRR950086	SRR950085	SRR950080	SRR950078	SRR950079	SRR950083	SRR950081	SRR950084
ENSG00000238290	RP11-431K24.1	12	22	29	32	43	58	25	31	16	49
ENSG00000232848	CTA-215D11.4	2	4	2	0	0	8	0	0	2	12
ENSG00000229305	RP11-431K24.2	0	1	6	0	2	6	0	0	0	5
ENSG00000200975	RNU1-7P	0	0	0	0	0	0	0	0	0	0
ENSG00000227634	RP11-431K24.3	0	1	2	0	9	4	0	0	0	9
ENSG00000233645	RP11-431K24.4	0	1	0	0	1	0	0	0	0	1
ENSG00000265414	RN7SL729P	0	3	0	0	0	0	0	0	0	0
ENSG00000251977	RNU6-991P	0	0	0	0	0	0	0	0	0	0
ENSG00000162426	SLC45A1	1961	81	114	2403	108	89	2728	2841	2859	100
ENSG00000252254	Y_RNA	2	0	0	0	2	0	4	8	5	0
ENSG00000142599	RERE	19425	7042	10470	25554	10230	10770	29339	30298	30284	12705
ENSG00000232912	RP5-1115A15.1	10	4	12	29	7	21	29	28	21	31
ENSG00000221083	SNORA77	3	1	1	9	3	3	3	2	3	7
ENSG00000270282	RP5-1115A15.2	0	6	4	8	13	11	2	4	10	13
ENSG00000234619	RPL7P11	2	6	2	0	14	9	3	0	2	8
ENSG00000224315	RPL7P7	4	22	0	5	9	30	11	13	4	12
ENSG00000222511	Y_RNA	0	1	1	0	4	8	2	7	2	5
ENSG00000226545	RP4-633I8.3	0	7	3	5	9	12	5	10	2	6
ENSG00000228423	RP4-633I8.4	0	3	5	8	8	17	13	3	13	26
ENSG00000229716	RP11-185B14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000074800	ENO1	46263	346572	357415	83157	533960	547215	93286	96003	101235	704908
ENSG00000236269	ENO1-IT1	8	122	94	9	163	161	15	24	14	196
ENSG00000230679	ENO1-AS1	1	18	17	8	38	23	11	10	0	52
ENSG00000201725	RNU6-304P	0	4	0	0	2	2	0	0	0	2
ENSG00000238249	HMGN2P17	1	3	9	0	5	10	0	1	0	6
ENSG00000232208	RP3-477M7.5	2	0	6	0	0	0	0	0	0	8
ENSG00000232663	RP3-477M7.6	0	3	0	0	0	0	0	0	0	0
ENSG00000131686	CA6	0	1	4	0	4	4	4	1	3	5
ENSG00000265141	RN7SL451P	0	0	0	0	2	0	0	0	0	0
ENSG00000197241	SLC2A7	0	0	3	0	0	3	2	0	0	6
ENSG00000142583	SLC2A5	1059	110	117	1707	194	212	2068	2131	2126	199
ENSG00000252404	SCARNA16	0	0	1	0	0	0	0	0	0	0
ENSG00000180758	GPR157	85	1560	1496	174	2143	2444	188	211	208	3028
ENSG00000207865	MIR34A	1	2	15	0	3	1	6	8	3	7
ENSG00000228526	RP3-510D11.1	5	7	6	6	4	12	8	11	11	12
ENSG00000234546	RP3-510D11.2	5	19	24	25	25	69	20	29	20	52
ENSG00000049239	H6PD	2740	8044	6908	5455	12340	13302	6186	6277	6576	16147
ENSG00000252841	Z98044.1	0	0	0	3	0	0	2	0	1	0
ENSG00000171621	SPSB1	1024	1652	1944	1648	2372	2468	1870	1837	2005	3079
ENSG00000252956	RNA5SP40	0	0	0	0	0	2	0	0	2	0
ENSG00000235263	RP13-392I16.1	0	0	8	0	8	4	1	0	0	11
ENSG00000171612	SLC25A33	1524	2172	2288	2207	3104	3722	2632	2940	2627	4452
ENSG00000231181	RP13-15M17.1	9	26	24	14	41	46	27	19	21	56
ENSG00000188807	TMEM201	1916	2045	3648	2223	3007	2543	2624	2492	2708	3419
ENSG00000171608	PIK3CD	1448	1644	2205	2198	2587	2490	2555	2610	2873	2952
ENSG00000179840	C1orf200	8	0	1	9	2	2	4	2	0	0
ENSG00000233268	RP11-558F24.2	0	0	0	0	0	0	2	0	0	0
ENSG00000231789	RP11-558F24.4	6	278	323	8	380	351	6	4	18	502
ENSG00000171603	CLSTN1	80590	15333	19137	125419	23090	22896	144369	146684	150446	28160
ENSG00000271264	RP11-558F24.6	0	0	0	2	2	3	4	4	7	0
ENSG00000178585	CTNNBIP1	3654	2400	2526	5694	3547	3628	6630	6805	7222	4496
ENSG00000223989	RP11-84A14.5	0	0	0	0	0	0	0	0	0	0
ENSG00000162441	LZIC	1884	2780	3137	2985	4053	5151	3402	3864	3579	6110
ENSG00000228150	RP11-84A14.4	11	53	44	20	41	84	15	9	25	67
ENSG00000173614	NMNAT1	508	1180	1081	1027	1493	1814	1149	1168	1126	2280
ENSG00000202415	RN7SKP269	4	23	14	14	40	33	14	8	11	62
ENSG00000265521	MIR5697	0	2	0	1	0	2	2	2	0	3
ENSG00000241326	RP11-807G9.2	0	0	0	0	0	0	0	0	0	0
ENSG00000162444	RBP7	297	72	98	546	126	148	573	598	611	178
ENSG00000225786	AL590639.1	0	0	0	0	0	0	0	0	1	0
ENSG00000130939	UBE4B	7837	7528	9426	12252	11324	12581	13897	14455	14637	14744
ENSG00000224340	RP11-496H15.2	4	7	4	4	2	5	4	1	1	15
ENSG00000233623	PGAM1P11	4	25	5	1	36	15	6	2	8	20
ENSG00000201746	RNU6-828P	8	1	3	9	9	11	15	25	11	3
ENSG00000054523	KIF1B	55413	6930	8603	84465	9949	11760	98215	101437	101837	13511
ENSG00000264881	MIR1273D	1	0	2	4	0	3	0	5	1	3
ENSG00000199562	RNU6-37P	3	5	1	10	2	0	7	5	2	3
ENSG00000264501	RN7SL731P	0	0	0	0	0	0	0	0	0	0
ENSG00000265945	RN7SL721P	58	5	4	77	13	15	69	97	91	10
ENSG00000142657	PGD	5242	18692	19687	8968	27645	28034	10257	10125	10650	35959
ENSG00000271989	RP4-736L20.3	0	0	3	0	3	7	0	0	1	4
ENSG00000175279	APITD1	189	397	465	251	513	629	277	299	273	805
ENSG00000251503	APITD1-CORT	0	0	0	0	0	0	0	0	0	0
ENSG00000241563	CORT	126	24	27	87	39	39	132	133	161	88
ENSG00000160049	DFFA	3282	8664	8796	5841	12709	14650	6597	6825	6817	17251
ENSG00000203469	RP5-1113E3.3	0	0	0	0	0	0	0	0	0	0
