gene_id	gene_name	flight1	flight2	flight3	ground1	ground2	ground3
AT1G01770	AT1G01770	14.808986	12.89687	15.784769	6.653355	8.63805	6.812219
AT1G01780	PLIM2B	39.731207	29.4334	36.467677	23.268728	23.863434	23.111538
AT1G01790	KEA1	6.481334	7.391363	6.015079	6.181928	6.799344	5.76903
AT1G01800	AT1G01800	105.708686	126.082795	119.773375	109.792284	95.509947	108.860852
AT1G01810	AT1G01810	1.987185	0.510951	1.105459	2.577441	1.314494	3.13082
AT1G01820	PEX11C	67.462038	54.85547	76.237678	47.396955	60.246654	48.182766
AT1G01830	AT1G01830	8.625822	6.287447	6.808101	6.891495	7.789894	7.275702
AT1G01840	AT1G01840	1.793701	2.128009	2.07526	3.603995	1.410101	2.763155
AT1G01860	PFC1	5.974281	5.033989	6.456124	5.722065	5.220713	5.588751
AT1G01870	AT1G01870	0	0	0	0	0	0
AT1G01880	GEN1	2.587	1.888976	1.450735	1.885278	1.159942	1.225809
AT1G01890	AT1G01890	0	0	0	0	0	0
AT1G01900	SBTI1.1	1.749181	2.243297	2.150801	2.576362	3.800229	3.006334
AT1G01910	AT1G01910	49.924055	40.574287	43.862159	39.747056	37.18716	30.952911
AT1G01920	AT1G01920	9.664836	12.220829	10.985741	17.321496	13.860809	12.755247
AT1G01930	AT1G01930	11.922382	11.525785	10.532603	9.163704	9.755693	10.201116
AT1G01940	CYP18-1	40.846182	30.082816	36.133099	37.72347	31.948443	42.470237
AT1G01950	ARK2	9.7244	10.387362	9.027205	11.427707	10.334154	12.255094
AT1G01960	BIG3	24.146407	23.226257	19.769225	24.143085	21.966611	18.892727
AT1G01970	AT1G01970	4.859378	7.007876	5.398161	5.083694	6.302873	5.378688
AT1G01980	AT1G01980	0	0	0	0.087879	0	0
AT1G01990	AT1G01990	20.729248	19.143974	14.745905	13.512666	13.93235	10.889235
AT1G02000	GAE2	8.52582	8.52533	8.040592	8.096673	8.553124	7.599065
AT1G02010	SEC1A	5.19288	5.486514	3.65983	4.581069	3.559853	4.188312
AT1G02020	AT1G02020	2.734138	2.569795	1.690232	2.793571	1.965841	2.91352
AT1G02030	ZAT1	0.378753	0.422174	0.613995	0.164244	0.644971	0.796743
AT1G02040	AT1G02040	0	0	0	0	0	0
AT1G02050	PKSA	6.316585	6.183679	4.678923	4.026236	6.379423	4.735089
AT1G02060	AT1G02060	4.588039	5.480585	4.797247	2.875591	3.953022	2.466389
AT1G02065	SPL8	0	0	0	0	0	0.081348
AT1G02070	AT1G02070	0	0	0.110605	0.994264	1.082984	0.429072
AT1G02074	AT1G02074	0	0	0	0	0	0
AT1G02080	AT1G02080	19.443024	17.833012	16.3038	17.628773	19.523273	15.580334
AT1G02090	CSN7	39.883444	41.823015	43.479803	53.540165	56.356582	55.751735
AT1G02100	AT1G02100	53.780422	62.374397	52.798533	41.677765	42.652248	38.769605
AT1G02110	AT1G02110	15.982883	14.428799	10.515144	11.666586	12.283126	9.135724
AT1G02120	VAD1	54.437796	56.249873	50.759529	36.752071	47.080041	42.969026
AT1G02130	RABD2A	55.89088	51.990592	56.956624	49.279521	48.454212	55.231895
AT1G02136	AT1G02136	0	0	0	0	0	0
AT1G02140	MEE63	183.339416	212.814626	219.710105	313.865213	237.314145	288.50362
AT1G02145	ALG12	15.683046	16.411698	13.922886	16.861228	16.84377	18.535625
AT1G02150	AT1G02150	19.029777	16.559581	13.794905	13.17442	14.399098	12.780988
AT1G02160	AT1G02160	43.326403	39.527151	54.895855	45.006701	58.656189	47.185118
AT1G02170	AMC1	38.060344	34.968035	44.380458	29.603981	35.953962	32.619332
AT1G02180	AT1G02180	3.10346	5.736776	4.928576	4.680639	3.583043	4.785678
AT1G02190	AT1G02190	0	0	0	0	0.092703	0.15854
AT1G02205	CER1	1.776776	1.734283	0.937857	2.487473	1.67634	2.223839
AT1G02210	AT1G02210	0	0	0	0	0	0
AT1G02220	NAC003	9.379015	12.041199	8.151561	14.981607	16.030851	19.505928
AT1G02228	AT1G02228	0	0	0	0	0	0
AT1G02230	NAC004	3.094467	0.88971	2.230767	2.683551	1.162227	1.966462
AT1G02250	NAC005	0	0.394157	0	0.352975	0.514949	0.656748
AT1G02260	AT1G02260	1.839861	1.461235	1.628737	2.968497	2.683028	2.197216
AT1G02270	AT1G02270	10.528037	6.696167	10.538215	11.601887	13.404937	9.905159
AT1G02280	TOC33	40.976039	51.69331	47.70687	36.311134	43.117612	46.328763
AT1G02290	AT1G02290	7.324876	7.703443	7.086507	7.83738	7.118252	6.072483
AT1G02300	AT1G02300	14.399389	7.703748	14.481269	7.085878	16.240649	8.199861
AT1G02305	AT1G02305	138.123394	170.211121	175.433335	64.269053	92.789526	81.366587
AT1G02310	MAN1	4.346144	9.539827	7.175568	7.37531	7.787218	5.940557
AT1G02320	AT1G02320	0	0	0	0	0	0
AT1G02330	AT1G02330	42.052852	39.513597	51.638666	38.49997	42.37973	43.939715
AT1G02335	GL22	30.171665	36.953263	28.378087	31.21082	43.105001	28.796654
AT1G02340	HFR1	10.841268	21.322978	12.565134	3.120859	6.352116	7.796972
AT1G02350	AT1G02350	3.22753	0.224648	1.210356	1.260737	3.761752	3.826859
AT1G02360	AT1G02360	64.404694	80.736533	72.804092	70.376041	84.289036	79.072098
AT1G02370	AT1G02370	5.469158	3.55478	4.075649	5.990327	4.283269	4.774977
AT1G02380	AT1G02380	3.349645	1.852361	2.681092	2.659013	3.617106	2.617149
AT1G02390	GPAT2	0.740439	0.688062	0.024924	1.530015	0.575259	1.143505
AT1G02391	AT1G02391	0	0	0	0	0	0
AT1G02400	GA2OX6	12.762939	19.613396	16.992031	22.117384	18.894005	21.831226
AT1G02405	AT1G02405	0	0	0.778602	0.189984	0.550454	0.879345
AT1G02410	COX11	22.978352	27.615129	26.451635	37.587388	29.674808	31.478296
AT1G02420	AT1G02420	2.584414	1.970994	3.467434	3.39878	2.04737	2.567704
AT1G02430	ATARFD1B	8.216828	3.576845	6.005707	7.331137	5.361672	5.827517
AT1G02440	ATARFD1A	1.744164	0.061872	0.182042	1.416188	0.316169	0.29286
AT1G02450	NIMIN-1	0	0	0	1.93155	0	0
AT1G02460	AT1G02460	2.190084	2.280934	2.889663	4.080258	2.231373	2.546599
AT1G02470	AT1G02470	1.446335	0.1944	0.409882	0.625531	1.979862	0.597968
AT1G02475	AT1G02475	7.413271	12.261769	10.179913	12.448379	11.735737	10.480089
AT1G02480	AT1G02480	0	0	0	0	0	0
AT1G02490	AT1G02490	0	0	0	0	0	0
AT1G02500	SAM1	621.757687	729.756199	578.291696	693.140251	561.694414	586.192092
AT1G02510	TPK4	0	0	0	0	0	0
AT1G02520	ABCB11	19.828277	26.986154	23.222715	30.320738	17.676254	28.600049
AT1G02530	ABCB12	0.165484	0.066459	0.148027	0.512002	0.175345	0.141301
AT1G02540	AT1G02540	0	0	0	0	0	0
AT1G02550	AT1G02550	0	0	0	0	0	0
AT1G02560	CLPP5	42.745119	36.012256	42.427968	46.972312	45.578265	39.651654
AT1G02570	AT1G02570	3.240688	2.922159	2.62816	1.624626	1.630476	2.262817
AT1G02575	AT1G02575	2.958504	5.193627	5.890293	1.6719	4.834469	3.965044
AT1G02580	MEA	0.329873	0	0.375767	0.110268	0.210752	0
AT1G02590	AT1G02590	0	0	0	0	0	0
AT1G02600	AT1G02600	0	0	0	0	0	0
AT1G02610	AT1G02610	21.470453	18.799009	29.418236	2.922895	5.817457	6.175594
AT1G02620	AT1G02620	1.123611	1.495152	0.624907	0	0	0
AT1G02630	ETN8	0.087689	0.391708	0.32529	0	0	0.256089
AT1G02640	BXL2	107.758677	126.137351	122.868962	20.749748	38.958002	30.655938
AT1G02650	AT1G02650	0.428672	0.328947	0.28276	0.33583	0.353141	0.675041
AT1G02660	AT1G02660	4.666163	7.922091	4.045006	2.904428	5.039138	3.161022
AT1G02670	AT1G02670	0.82166	0.204671	0.236211	0.513768	0.807431	0.816067
AT1G02680	TAF13	19.440652	14.0819	16.157375	10.397551	14.031589	17.379627
AT1G02681	AT1G02681	0	0	0	0	0.974216	0.71652
AT1G02690	IMPA6	19.553238	14.990425	17.884726	28.441401	20.816444	18.953556
AT1G02700	AT1G02700	0.534997	2.3978	0.842383	0.692903	0.880222	0.560527
AT1G02710	AT1G02710	0	0	0	4.180396	2.074287	0.2107
AT1G02720	GATL5	7.165091	6.698567	8.210622	9.731451	9.613562	8.383306
AT1G02730	CSLD5	15.38974	12.142837	12.024628	28.000041	26.958786	22.516913
AT1G02740	MRG2	7.636861	10.744991	7.494449	9.381297	9.517974	8.751093
AT1G02750	DI19-2	29.71153	28.000314	35.705608	27.349566	19.332005	28.318417
AT1G02770	AT1G02770	0	0.400856	0	0.323474	0.367195	0.254963
AT1G02780	RPL19A	1076.467644	919.173486	982.182204	1351.64438	975.58387	1059.391062
AT1G02790	PGA3	0	0	0	0.049278	0	0
AT1G02800	CEL2	0.02284	0	0	0.091615	0.451718	0.150189
AT1G02810	PME7	10.884169	10.353176	10.559678	12.725038	11.466344	13.029301
AT1G02813	AT1G02813	0.825878	0.880537	0	0.340289	0.917978	0.787224
AT1G02816	AT1G02816	41.79823	43.276468	43.427207	42.048684	35.654962	37.048302
AT1G02820	AT1G02820	0	0	0	0.530329	1.680867	0.937087
AT1G02830	RPL22A	0	0	0.809489	0	0	0
AT1G02840	SR34	130.810442	155.790792	127.09424	93.616197	109.775548	89.94433
AT1G02850	BGLU11	24.875633	28.943511	24.469153	30.659402	28.523925	30.738729
AT1G02860	BAH1	56.971662	40.265947	60.854868	20.37232	32.39291	31.068441
AT1G02870	AT1G02870	32.193266	38.563901	32.947189	40.62525	26.22121	25.369228
AT1G02880	TPK1	24.291709	34.045109	25.498928	32.244942	30.286753	39.174753
AT1G02890	AT1G02890	31.010067	28.092397	26.320903	29.653979	30.988342	29.022001
AT1G02900	RALF1	215.195679	258.893401	240.877083	268.431596	372.366852	317.925732
AT1G02910	LPA1	12.777764	10.980329	12.797696	12.149343	11.945906	13.809454
AT1G02920	GSTF7	65.855621	35.676615	58.00416	24.321683	47.827141	32.219798
AT1G02930	GSTF6	56.829195	48.872945	61.31492	24.7592	42.485302	36.727201
AT1G02940	GSTF5	0	0	0	0	0	0
AT1G02950	GSTF4	15.306907	11.414204	23.615371	11.661828	21.177481	12.240735
AT1G02952	AT1G02952	0	0	0	0	0	0
AT1G02960	AT1G02960	10.69699	11.753336	10.779	9.755102	10.476419	6.579105
AT1G02965	AT1G02965	0	0	0	0	0	0
AT1G02970	WEE1	3.476177	3.695592	3.072283	4.316907	4.478156	4.211357
AT1G02980	CUL2	0.299198	0.425783	0.443068	0.458396	0.475084	0.628925
AT1G02990	AT1G02990	6.505771	6.302774	5.623549	7.126543	6.253153	6.177662
AT1G03000	PEX6	8.874973	6.556122	7.833528	6.649336	7.939007	6.611683
AT1G03010	AT1G03010	3.969873	3.382505	4.305586	1.995197	2.176528	1.474836
AT1G03020	GRXS1	0	0	0	0	0	0
AT1G03022	AT1G03022	0	0	0	0	0	0
AT1G03030	AT1G03030	12.059388	16.339048	17.0915	15.568038	15.013372	14.814799
AT1G03040	BHLH7	31.292332	39.703115	38.172883	41.286366	38.125986	38.195805
AT1G03050	AT1G03050	0	0	0	0.040036	0.073127	0.175074
AT1G03055	D27	0	0.672163	0	0	0.22836	0.426649
AT1G03060	SPI	9.714925	8.583241	8.237633	8.740961	10.126789	8.684642
AT1G03070	AT1G03070	2.329261	2.128738	1.307019	1.315159	1.368824	1.631629
AT1G03080	NET1D	30.590271	26.99775	27.881893	30.335024	28.918295	31.436053
AT1G03090	MCCA	82.904635	60.098583	106.373851	12.14584	21.650926	19.285835
AT1G03100	AT1G03100	1.022702	0.698018	0.793028	2.360172	1.512103	1.537038
AT1G03103	AT1G03103	0	0	0	0	0	0
AT1G03106	AT1G03106	1.32596	0.801103	1.41729	1.355063	0.745456	1.19783
AT1G03110	TRM82	11.919015	13.331676	11.236638	17.749882	12.634231	13.086335
AT1G03120	ATRAB28	3.414818	1.405649	2.623245	0.352694	1.534134	0
AT1G03130	PSAD2	10.42575	3.353343	8.783462	2.449941	3.253362	4.150592
AT1G03140	AT1G03140	71.15785	67.612666	73.218236	48.690591	47.35739	50.030359
AT1G03150	AT1G03150	48.13745	42.44282	42.242871	49.028266	36.515093	43.296881
AT1G03160	FZL	4.738157	6.733646	4.824627	3.718344	4.762646	4.183251
AT1G03170	FAF2	0	0.193974	0	1.128629	0.03166	0.284019
AT1G03180	AT1G03180	5.677848	6.387839	5.340557	8.327929	5.602437	7.724095
AT1G03190	UVH6	3.194358	4.850578	4.03325	6.193564	5.334579	5.202286
AT1G03200	AT1G03200	18.878378	16.760171	31.11996	11.561783	17.668747	20.869384
AT1G03210	AT1G03210	56.752943	53.183283	61.954657	52.749975	58.431892	57.461454
AT1G03220	AT1G03220	377.263782	477.407781	476.727397	337.479815	485.506363	449.247128
AT1G03230	AT1G03230	42.324709	39.809889	48.867258	38.089678	38.860615	22.975816
AT1G03240	AT1G03240	1.016429	0	0	0	1.009726	0
AT1G03250	AT1G03250	24.299377	19.559989	23.816074	21.957618	20.952932	23.469406
AT1G03260	AT1G03260	9.21018	10.023255	10.713829	10.681094	9.989174	8.9085
AT1G03270	CBSDUF4	3.600836	3.74161	2.769499	2.846989	3.184187	3.762134
AT1G03280	AT1G03280	30.501481	25.914718	30.961687	26.692679	29.523236	27.767071
AT1G03290	AT1G03290	30.155444	29.011764	30.487688	26.695066	27.354671	29.047836
AT1G03300	ATDUF1	0.832903	0.644289	0.359167	1.257773	1.163077	1.342871
AT1G03310	ISA2	4.213414	3.048163	2.800165	5.415113	5.115062	4.791043
AT1G03320	AT1G03320	0	0	0	0	0	0
AT1G03330	LSM2	76.447683	70.885915	74.958041	87.599185	99.431026	92.21221
AT1G03340	AT1G03340	0.744383	1.941298	1.727713	1.72508	2.711975	2.263515
AT1G03350	AT1G03350	34.489097	35.838803	41.563425	45.914562	40.652811	46.366417
AT1G03360	ATRRP4	12.295945	11.069699	12.78853	21.692688	16.345242	11.773847
AT1G03365	RF4	5.549023	6.806591	6.754979	6.668327	6.316685	5.714777
AT1G03370	AT1G03370	15.875046	12.295928	14.887823	13.003344	14.958118	15.876003
AT1G03380	ATG18G	32.716846	27.842877	34.846485	16.4323	25.415726	20.879074
AT1G03390	AT1G03390	0.579509	0.459956	0.033887	0	0	0.551069
AT1G03400	AT1G03400	3.254437	4.288219	3.713996	1.940371	2.935083	1.36694
AT1G03410	2A6	2.843252	6.028357	5.875214	4.592662	3.169366	4.271038
AT1G03420	Sadhu4-2	2.443004	0	3.096248	0.260784	0.338203	3.770979
AT1G03430	AHP5	26.116738	13.752508	27.780799	19.302931	17.850198	21.43834
AT1G03440	AT1G03440	1.977495	2.573754	2.400133	3.268283	4.005258	2.474488
AT1G03445	BSU1	0.020892	0.465089	0.146946	0.349188	0.367543	0.229197
AT1G03457	BRN2	23.992325	22.912165	23.678162	10.962599	17.385045	17.071886
AT1G03470	NET3A	11.567933	8.333508	11.001774	18.037866	16.173524	10.890402
AT1G03475	CPX1	30.196586	26.633623	33.837359	26.830296	36.00402	28.686062
AT1G03490	NAC006	0	0	0	0	0	0
AT1G03495	3AT2	2.673448	4.946114	2.418632	10.413043	5.485367	6.678397
AT1G03502	AT1G03502	0	0	0	0	0	0
AT1G03506	AT1G03506	0	0	6.633297	0	0	0
AT1G03510	PCMP-E3	1.733701	1.807406	0.759429	1.571303	1.464087	1.259119
AT1G03515	AT1G03515	0	0	0	0	0	0
AT1G03520	AT1G03520	6.330674	8.455213	8.637704	4.900454	2.992271	5.960402
AT1G03530	ATNAF1	9.055978	6.944349	7.946501	13.850513	7.670561	9.289996
AT1G03540	PCMP-E4	1.247191	0.231766	0.230895	1.009319	1.907411	0.515624
AT1G03545	AT1G03545	0.609716	0.638907	0.460259	0.66147	1.643831	1.647233
AT1G03550	SCAMP2	17.579239	13.482407	18.959128	11.79992	15.033009	13.474526
AT1G03560	AT1G03560	4.770405	4.479124	4.045441	5.699159	5.565624	5.193656
AT1G03570	AT1G03570	0	0	0	0	0	0
AT1G03580	AT1G03580	1.923774	1.157029	2.278888	0.018198	0.185917	0.07944
AT1G03590	PPC6-6	18.192411	19.659633	20.491445	16.019843	13.0115	13.375882
AT1G03600	PSB27-1	34.037892	20.270743	33.632162	11.505618	11.314322	14.452387
AT1G03610	AT1G03610	34.349969	29.897225	35.232161	10.71102	15.290622	11.345114
AT1G03620	AT1G03620	9.693786	8.063962	10.904637	8.887497	9.023668	6.086469
AT1G03630	PORC	2.513697	4.042582	1.244987	3.811322	4.966298	5.050741
AT1G03650	AT1G03650	14.609772	7.531804	6.727278	6.387372	7.987084	6.350717
AT1G03660	AT1G03660	32.894997	25.584065	35.670379	14.066889	13.556526	8.281707
AT1G03670	AT1G03670	0	0	0	0	0	0
AT1G03680	ATHM1	15.364727	18.757587	12.795841	15.352489	16.590987	18.770579
AT1G03687	AT1G03687	9.101624	10.018925	9.382583	11.217265	10.970326	8.336903
AT1G03700	AT1G03700	12.432656	24.511619	13.932525	11.320497	19.666844	20.982188
AT1G03710	AT1G03710	0.0355	0	0.59219	0	0	0.10762
AT1G03720	AT1G03720	0	0	0	0	0	0
AT1G03730	AT1G03730	18.800256	17.654483	16.197121	25.562473	22.498104	21.860845
AT1G03740	AT1G03740	23.088832	17.384143	26.546832	15.716848	26.943446	22.721819
AT1G03743	AT1G03743	0	0	0	0	0	0
AT1G03746	AT1G03746	0	0	0	0	0	0
AT1G03750	SWI2	5.9489	4.514573	5.519989	4.401415	5.550734	4.425892
AT1G03760	AT1G03760	10.529536	10.993051	8.178952	11.510086	10.172916	8.898681
AT1G03770	RING1B	8.60059	7.588891	8.825588	8.394578	7.302482	6.874875
AT1G03780	TPX2	9.486582	6.229789	9.699417	9.478946	12.753662	6.289199
AT1G03790	SOM	0	1.57652	0	0	0	0.085978
AT1G03800	ERF10	0.824996	0	0	0.683031	0.994265	0
AT1G03810	AT1G03810	0	0	0	0	0	0
AT1G03820	AT1G03820	59.049168	72.35077	71.4067	242.026625	173.037184	194.423678
AT1G03830	AT1G03830	6.693416	5.237505	3.810962	7.269908	4.940655	6.224702
AT1G03840	MGP	6.62433	5.749458	4.575577	9.432762	4.781254	7.258903
AT1G03850	GRXS13	177.078611	274.785097	240.110225	80.332905	152.494967	116.842055
AT1G03860	PHB2	67.165533	60.554203	58.384035	91.940081	65.74223	69.873888
AT1G03870	FLA9	388.585512	340.449728	379.33499	287.035022	244.58835	310.962403
AT1G03880	CRB	0	0	0	0.100349	0	0.205585
AT1G03890	CRD	0	0	0	0	0	0
AT1G03900	ATNAP4	188.269094	195.88627	173.919881	130.015889	138.23844	142.02255
AT1G03905	ABCI19	11.379977	21.589203	12.2783	15.142976	10.349426	11.426024
AT1G03910	CTN	36.023147	37.556392	36.943783	37.845018	34.98151	35.55507
AT1G03920	AT1G03920	7.806098	2.951038	5.390334	3.770864	6.707467	5.557921
AT1G03930	ADK1	10.796799	13.405391	11.100699	13.09051	12.674678	11.170206
AT1G03935	AT1G03935	0	0	0	0	0	0
AT1G03940	3AT1	2.022011	1.645888	1.092454	5.419681	3.902525	4.626365
AT1G03950	VPS2.3	24.079977	22.634928	26.662044	25.814752	26.721625	30.315904
AT1G03960	B''EPSILON	5.032856	2.891809	4.372005	6.825454	5.23686	5.689067
AT1G03970	GBF4	27.737072	35.666505	23.859675	20.557213	23.679383	24.889848
AT1G03980	PCS2	1.284385	0.196923	2.254556	1.124363	0.738159	1.507434
AT1G03982	RIC8	0	0	0	0	0	0
AT1G03990	FAO1	0.970934	1.052982	2.270252	1.272603	1.210857	0.859304
AT1G04000	AT1G04000	9.742968	14.64366	14.27012	14.653837	14.713821	14.731639
AT1G04010	PSAT	5.951288	5.160487	6.297444	8.199059	6.333513	6.870828
AT1G04020	BARD1	5.937827	3.009537	3.545226	8.718842	6.519904	4.561807
AT1G04030	AT1G04030	12.704884	7.35713	10.410393	10.399628	11.405535	9.43253
AT1G04040	AT1G04040	366.200678	274.708231	340.965027	308.194235	262.526478	301.363249
AT1G04050	SUVR1	2.653501	3.127935	1.959332	4.066419	2.680256	3.027984
AT1G04070	TOM9-1	15.649755	19.677389	12.575703	21.668802	20.240603	28.587477
AT1G04080	PRP39	43.386203	38.753844	38.015859	41.412803	38.6536	35.034565
AT1G04090	AT1G04090	1.329841	0.920756	0.369278	0.959766	1.299084	0.927741
AT1G04100	IAA10	6.460222	7.821453	3.262881	4.901754	5.41032	5.974215
AT1G04110	SBT1.2	0	0	0	0	0	0
AT1G04120	ABCC5	24.763838	25.751807	21.571073	37.812464	28.952733	31.449563
AT1G04130	TPR2	9.065485	6.329713	4.66562	12.517687	10.816672	10.173898
