Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
si:dkey-31e10.6p	si:dkey-31e10.6p	NC_007112.7	-	10672598	10683997	1.448334	1.556729	2.209368
zgc:103678	zgc:103678	NC_007112.7	+	10683843	10696591	26.748083	28.749949	40.802990
atp1b1b	atp1b1b	NC_007112.7	+	10720218	10739209	0.201878	0.216987	0.307956
LOC100334711	LOC100334711	NC_007112.7	+	10760059	10777133	0.000000	0.000000	0.000000
si:ch73-222h13.1	si:ch73-222h13.1	NC_007112.7	-	10783670	10806635	0.000000	0.000000	0.000000
crfb15	crfb15	NC_007112.7	-	10809355	10821584	1.895706	2.100019	2.980424
dmd	dmd	NC_007112.7	-	10824343	11075439	1.004270	4.524721	6.421650
casc5	casc5	NC_007112.7	-	11086955	11107435	1.032577	1.109857	1.575150
knstrn	knstrn	NC_007112.7	+	11107743	11117501	15.846875	17.032879	24.173689
sdk1b	sdk1b	NC_007112.7	-	11124265	11509093	0.000000	0.000000	0.000000
si:dkey-26i13.7	si:dkey-26i13.7	NC_007112.7	-	11595545	11596859	0.057795	0.062120	0.088164
si:dkey-26i13.6	si:dkey-26i13.6	NC_007112.7	-	11605669	11609410	0.137110	0.147372	0.209155
si:dkey-26i13.5	si:dkey-26i13.5	NC_007112.7	-	11614932	11616394	0.056391	0.060611	0.086022
si:dkey-26i13.3	si:dkey-26i13.3	NC_007112.7	-	11625917	11627485	0.155407	0.167038	0.237066
si:dkey-26i13.4	si:dkey-26i13.4	NC_007112.7	-	11641314	11643990	0.422222	0.453822	0.644081
LOC797518	LOC797518	NC_007112.7	+	11660081	11670297	0.794569	0.854036	1.212079
brat1	brat1	NC_007112.7	-	11670879	11689597	5.166790	5.761449	8.176861
ttyh3b	ttyh3b	NC_007112.7	-	11785645	11850385	0.175670	0.213156	0.302519
iqce	iqce	NC_007112.7	-	11854710	11878868	1.528977	1.643408	2.332385
snx8b	snx8b	NC_007112.7	+	11881533	11900425	0.230124	0.247347	0.351044
grk4	grk4	NC_007112.7	-	11902579	11973372	2.605236	3.226090	4.578585
tspan5b	tspan5b	NC_007112.7	+	11977426	11994710	1.960367	2.107084	2.990451
slc24a2	slc24a2	NC_007112.7	+	12009502	12041473	0.000000	0.000000	0.000000
saraf	saraf	NC_007112.7	+	12049233	12059553	10.175053	10.936569	15.521582
pla2g12a	pla2g12a	NC_007112.7	-	12061284	12064745	23.933981	25.725235	36.510201
xpa	xpa	NC_007112.7	+	12068725	12097812	0.830487	1.114452	1.581671
mtp	mtp	NC_007112.7	-	12107680	12126541	77.530571	83.333076	118.269363
spink4	spink4	NC_007112.7	+	12135054	12138616	61.177547	65.756165	93.323578
b4galt1	b4galt1	NC_007112.7	-	12141467	12161147	2.723770	2.927621	4.154988
stra6l	stra6l	NC_007112.7	+	12172289	12191051	45.481613	72.342934	102.671753
tmod1	tmod1	NC_007112.7	+	12228213	12259063	0.474153	1.448995	2.056467
cplx2l	cplx2l	NC_007112.7	-	12262980	12278778	0.799795	0.925478	1.313473
gne	gne	NC_007112.7	+	12295258	12334540	2.915001	3.133164	4.446702
nansa	nansa	NC_007112.7	+	12335864	12344788	21.962059	23.605734	33.502129
clta	clta	NC_007112.7	+	12348217	12361930	59.663670	68.663429	97.449661
sclt1	sclt1	NC_007112.7	-	12364455	12394162	1.075275	1.199238	1.702003
zgc:77739	zgc:77739	NC_007112.7	+	12394197	12397886	165.609589	203.575790	288.922272
pcdh10a	pcdh10a	NC_007112.7	+	12763417	12797552	0.881268	1.196705	1.698408
si:dkeyp-106c3.2	si:dkeyp-106c3.2	NC_007112.7	+	13087533	13088903	0.085115	0.091485	0.129839
pcdh18a	pcdh18a	NC_007112.7	-	13261115	13271156	0.916648	0.987211	1.401086
LOC101886760	LOC101886760	NC_007112.7	+	13479125	13482300	0.000000	0.000000	0.000000
LOC101886839	LOC101886839	NC_007112.7	-	13598720	13603663	0.000000	0.000000	0.000000
noctb	noctb	NC_007112.7	+	13930662	13953733	0.044602	0.135398	0.192162
elf2b	elf2b	NC_007112.7	-	13957218	13989498	2.282058	3.003560	4.262763
hpf1	hpf1	NC_007112.7	+	14020445	14026781	2.046688	2.199865	3.122130
ank2a	ank2a	NC_007112.7	+	14029159	14160253	0.000000	0.000000	0.000000
LOC101887098	LOC101887098	NC_007112.7	+	14115836	14117650	0.000000	0.000000	0.000000
camk2d2	camk2d2	NC_007112.7	-	14162472	14234120	0.274634	0.295613	0.419544
cxcl8a	cxcl8a	NC_007112.7	+	14253145	14254126	13.517719	14.578015	20.689655
pde5aa	pde5aa	NC_007112.7	-	14256716	14283599	0.367196	0.394677	0.560141
ppp2r2ca	ppp2r2ca	NC_007112.7	+	14283692	14306853	0.000000	0.000000	0.000000
wfs1a	wfs1a	NC_007112.7	-	14313636	14339639	0.000000	0.000000	0.000000
fip1l1b	fip1l1b	NC_007112.7	+	14382797	14403687	21.359545	23.103905	32.789909
LOC553528	LOC553528	NC_007112.7	-	14397869	14426912	0.627771	1.816306	2.577768
chic2	chic2	NC_007112.7	+	14406145	14416437	13.730150	14.757735	20.944721
slc34a2aas	slc34a2aas	NC_007112.7	-	14432054	14454434	0.468690	0.503767	0.714965
slc34a2a	slc34a2a	NC_007112.7	+	14432438	14442899	158.677124	170.552750	242.054749
rbpja	rbpja	NC_007112.7	+	14454663	14464020	2.657910	2.856832	4.054521
stim2a	stim2a	NC_007112.7	+	14465021	14484107	0.000000	0.000000	0.000000
LOC101882365	LOC101882365	NC_007112.7	+	14490479	14494782	0.212888	0.228821	0.324751
si:dkey-194g4.1	si:dkey-194g4.1	NC_007112.7	-	14499690	14507448	0.129261	0.138935	0.197182
LOC110437782	LOC110437782	NC_007112.7	-	14527258	14538689	1.173335	1.446459	2.052868
LOC110438560	LOC110438560	NC_007112.7	-	14652288	14655827	0.000000	0.000000	0.000000
LOC100330143	LOC100330143	NC_007112.7	+	14655841	14663152	0.268096	0.290288	0.411987
LOC108185170	LOC108185170	NC_007112.7	+	14666883	14669165	0.000000	0.000000	0.000000
LOC100330009	LOC100330009	NC_007112.7	-	14692310	14699450	0.000000	0.000000	0.000000
LOC101886102	LOC101886102	NC_007112.7	+	14695832	14785255	0.000000	0.000000	0.000000
LOC100330441	LOC100330441	NC_007112.7	+	14760494	14762849	0.000000	0.000000	0.000000
LOC110438568	LOC110438568	NC_007112.7	-	14767867	14768911	0.000000	0.000000	0.000000
LOC103911961	LOC103911961	NC_007112.7	+	14771626	14774658	0.000000	0.000000	0.000000
pcdh7a	pcdh7a	NC_007112.7	+	15137903	15203218	0.693131	0.745006	1.057340
itln1	itln1	NC_007112.7	+	15216659	15223558	70.816643	77.479973	109.962433
hgsnat	hgsnat	NC_007112.7	+	15226293	15254137	4.887280	5.972220	8.475995
pi4k2b	pi4k2b	NC_007112.7	+	15258727	15285224	12.858798	13.821170	19.615513
dlc1	dlc1	NC_007112.7	-	15291025	15535583	1.065804	1.226987	1.741386
tusc3	tusc3	NC_007112.7	+	16073863	16220238	2.245916	2.414004	3.426043
fgf20a	fgf20a	NC_007112.7	-	16392410	16394473	0.000000	0.000000	0.000000
micu3a	micu3a	NC_007112.7	+	16396929	16456994	0.000000	0.000000	0.000000
LOC794952	LOC794952	NC_007112.7	-	16459977	16461669	3.717557	3.995785	5.670965
vps37a	vps37a	NC_007112.7	+	16463079	16480213	4.288961	4.609953	6.542615
LOC110439786	LOC110439786	NC_007112.7	-	16482909	16483936	0.251515	0.270339	0.383675
mtmr7b	mtmr7b	NC_007112.7	-	16484210	16507812	0.162671	0.176892	0.251052
mtus1b	mtus1b	NC_007112.7	+	16520015	16617741	0.185425	1.009364	1.432527
pcm1	pcm1	NC_007112.7	+	16621316	16654161	2.103158	3.207330	4.551961
asah1b	asah1b	NC_007112.7	-	16654254	16664965	73.273224	78.757095	111.774979
LOC103912018	LOC103912018	NC_007112.7	-	16667976	16669126	0.061167	0.065745	0.093307
frg1	frg1	NC_007112.7	-	16675055	16689021	14.344735	15.418316	21.882242
fat1a	fat1a	NC_007112.7	+	17374746	17524927	0.861060	1.202671	1.706875
casp3a	casp3a	NC_007112.7	+	17527378	17536307	6.411241	6.891068	9.780058
acsl1a	acsl1a	NC_007112.7	-	17537322	17587630	0.107225	0.168276	0.238824
si:ch211-197n1.2	si:ch211-197n1.2	NC_007112.7	-	17618001	17675106	0.000000	0.000000	0.000000
slc25a4	slc25a4	NC_007112.7	+	17676762	17679087	0.000000	0.000000	0.000000
cfap97	cfap97	NC_007112.7	-	17681036	17693265	0.845303	0.924317	1.311825
ankrd37	ankrd37	NC_007112.7	+	17695426	17698773	0.964684	1.036882	1.471582
ufsp2	ufsp2	NC_007112.7	-	17699471	17711698	5.960110	6.421411	9.113503
si:dkey-256e7.8	si:dkey-256e7.8	NC_007112.7	-	17712951	17714277	0.180421	0.193924	0.275224
pdlim3a	pdlim3a	NC_007112.7	-	17721853	17735863	4.715471	5.068384	7.193237
sorbs2a	sorbs2a	NC_007112.7	-	17741098	17858873	0.058746	0.077339	0.109763
tlr3	tlr3	NC_007112.7	+	17892944	17898227	0.212591	0.228502	0.324298
cyp4v8	cyp4v8	NC_007112.7	+	17900330	17912645	3.150284	3.386056	4.805615
LOC101885541	LOC101885541	NC_007112.7	+	17966903	17970146	0.184777	0.198606	0.281869
LOC101885905	LOC101885905	NC_007112.7	-	18171714	18174990	0.000000	0.000000	0.000000
klhl5	klhl5	NC_007112.7	-	18363535	18543793	0.000000	0.000000	0.000000
si:dkey-192k22.2	si:dkey-192k22.2	NC_007112.7	+	18550543	18573837	0.244298	0.262582	0.372666
fam114a1	fam114a1	NC_007112.7	-	18575166	18592077	3.367621	3.775780	5.358727
klf3	klf3	NC_007112.7	-	18594133	18615172	3.492438	3.834024	5.441388
tbc1d1	tbc1d1	NC_007112.7	-	18645345	18777214	0.165735	0.779567	1.106391
pgm2	pgm2	NC_007112.7	-	18779168	18803919	4.596741	4.940768	7.012120
LOC100535985	LOC100535985	NC_007112.7	+	18829225	18831662	0.000000	0.000000	0.000000
zgc:195282	zgc:195282	NC_007112.7	-	18841637	18860749	4.033585	6.682286	9.483746
rnf38	rnf38	NC_007112.7	+	18863065	18937199	2.399402	2.579406	3.660788
LOC101886347	LOC101886347	NC_007112.7	-	18942403	18946831	0.125774	0.135232	0.191927
limch1a	limch1a	NC_007112.7	+	18965601	19066377	0.115438	0.124480	0.176666
